2026-08-04 12:06:17 | INFO    | verify | 日志写入测试 ok
2026-08-04 15:41:40 | DEBUG   | openai._base_client | Sending HTTP Request: POST https://api.stepfun.com/v1/chat/completions
2026-08-04 15:41:40 | DEBUG   | httpcore.connection | connect_tcp.started host='api.stepfun.com' port=443 local_address=None timeout=30 socket_options=None
2026-08-04 15:41:40 | DEBUG   | httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x14320d9d0>
2026-08-04 15:41:40 | DEBUG   | httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x1431fa600> server_hostname='api.stepfun.com' timeout=30
2026-08-04 15:41:40 | DEBUG   | httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x14320e140>
2026-08-04 15:41:40 | DEBUG   | httpcore.http11 | send_request_headers.started request=<Request [b'POST']>
2026-08-04 15:41:40 | DEBUG   | httpcore.http11 | send_request_headers.complete
2026-08-04 15:41:40 | DEBUG   | httpcore.http11 | send_request_body.started request=<Request [b'POST']>
2026-08-04 15:41:40 | DEBUG   | httpcore.http11 | send_request_body.complete
2026-08-04 15:41:40 | DEBUG   | httpcore.http11 | receive_response_headers.started request=<Request [b'POST']>
2026-08-04 15:41:41 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154141_071560.png (region=[24, 175, 448, 454])
2026-08-04 15:41:42 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154140_147997.png vs ./tmp/screenshot_20260804_154141_071560.png)
2026-08-04 15:41:43 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154142_631632.png (region=[24, 175, 448, 454])
2026-08-04 15:41:43 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154141_071560.png vs ./tmp/screenshot_20260804_154142_631632.png)
2026-08-04 15:41:44 | DEBUG   | httpcore.http11 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Tue, 04 Aug 2026 07:41:44 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Set-Cookie', b'INGRESSCOOKIE=1785829301.993.9838.519384|41608414b127efd3b4a05908e72b4160; Path=/; HttpOnly'), (b'Cache-Control', b'no-cache'), (b'X-Trace-Id', b'4dd35ecd407f4c67986d644e0f382cb3'), (b'X-Upstream-Latency', b'0'), (b'X-Proxy-Latency', b'155712'), (b'X-Router-Id', b'path:/v1/chat/'), (b'Access-Control-Allow-Origin', b'*'), (b'Access-Control-Allow-Credentials', b'true'), (b'Access-Control-Allow-Methods', b'GET, PUT, POST, DELETE, PATCH, OPTIONS'), (b'Access-Control-Allow-Headers', b'Content-Type, Origin, X-CSRF-Token, Authorization, AccessToken, Token, Range, x-stainless-os, X-Stainless-Arch, X-Stainless-Lang, X-Stainless-OS, X-Stainless-Package-Version, X-Stainless-Read-Timeout, X-Stainless-Retry-Count, X-Stainless-Runtime, X-Stainless-Runtime-Version, X-Stainless-Timeout, X-Stainless-Async, X-Stainless-OS-Version, X-Stainless-MCP, x-step-excel-agent-sub-user, X-Trace-Id'), (b'Access-Control-Expose-Headers', b'Content-Length, Access-Control-Allow-Origin, Access-Control-Allow-Headers, X-Trace-Id'), (b'Access-Control-Max-Age', b'86400'), (b'server-timing', b'inner; dur=3111')])
2026-08-04 15:41:44 | INFO    | httpx | HTTP Request: POST https://api.stepfun.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-08-04 15:41:44 | DEBUG   | httpcore.http11 | receive_response_body.started request=<Request [b'POST']>
2026-08-04 15:41:44 | DEBUG   | httpcore.http11 | receive_response_body.complete
2026-08-04 15:41:44 | DEBUG   | httpcore.http11 | response_closed.started
2026-08-04 15:41:44 | DEBUG   | httpcore.http11 | response_closed.complete
2026-08-04 15:41:44 | DEBUG   | openai._base_client | HTTP Response: POST https://api.stepfun.com/v1/chat/completions "200 OK" Headers({'server': 'nginx', 'date': 'Tue, 04 Aug 2026 07:41:44 GMT', 'content-type': 'application/json; charset=utf-8', 'transfer-encoding': 'chunked', 'connection': 'keep-alive', 'set-cookie': 'INGRESSCOOKIE=1785829301.993.9838.519384|41608414b127efd3b4a05908e72b4160; Path=/; HttpOnly', 'cache-control': 'no-cache', 'x-trace-id': '4dd35ecd407f4c67986d644e0f382cb3', 'x-upstream-latency': '0', 'x-proxy-latency': '155712', 'x-router-id': 'path:/v1/chat/', 'access-control-allow-origin': '*', 'access-control-allow-credentials': 'true', 'access-control-allow-methods': 'GET, PUT, POST, DELETE, PATCH, OPTIONS', 'access-control-allow-headers': 'Content-Type, Origin, X-CSRF-Token, Authorization, AccessToken, Token, Range, x-stainless-os, X-Stainless-Arch, X-Stainless-Lang, X-Stainless-OS, X-Stainless-Package-Version, X-Stainless-Read-Timeout, X-Stainless-Retry-Count, X-Stainless-Runtime, X-Stainless-Runtime-Version, X-Stainless-Timeout, X-Stainless-Async, X-Stainless-OS-Version, X-Stainless-MCP, x-step-excel-agent-sub-user, X-Trace-Id', 'access-control-expose-headers': 'Content-Length, Access-Control-Allow-Origin, Access-Control-Allow-Headers, X-Trace-Id', 'access-control-max-age': '86400', 'server-timing': 'inner; dur=3111'})
2026-08-04 15:41:44 | DEBUG   | openai._base_client | request_id: None
2026-08-04 15:41:44 | DEBUG   | ai_analyzer | AI 视觉完成: finish_reason=stop, completion_tokens=282, max_tokens=2048
2026-08-04 15:41:44 | INFO    | ai_analyzer | AI 视觉响应: 答案：B
解析：会计核算中，反映财务状况的要素是资产负债表要素（静态要素），由资产、负债和所有者权益构成。收入、费用、利润属于反映经营成果的要素（动态要素）。
2026-08-04 15:41:44 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154143_897963.png (region=[24, 175, 448, 454])
2026-08-04 15:41:44 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154142_631632.png vs ./tmp/screenshot_20260804_154143_897963.png)
2026-08-04 15:41:45 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154145_212634.png (region=[24, 175, 448, 454])
2026-08-04 15:41:45 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154143_897963.png vs ./tmp/screenshot_20260804_154145_212634.png)
2026-08-04 15:41:46 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154146_408392.png (region=[24, 175, 448, 454])
2026-08-04 15:41:47 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154145_212634.png vs ./tmp/screenshot_20260804_154146_408392.png)
2026-08-04 15:41:48 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154147_788520.png (region=[24, 175, 448, 454])
2026-08-04 15:41:48 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154146_408392.png vs ./tmp/screenshot_20260804_154147_788520.png)
2026-08-04 15:41:49 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154149_388498.png (region=[24, 175, 448, 454])
2026-08-04 15:41:50 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154147_788520.png vs ./tmp/screenshot_20260804_154149_388498.png)
2026-08-04 15:41:51 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154150_791465.png (region=[24, 175, 448, 454])
2026-08-04 15:41:51 | DEBUG   | detector | SSIM score=1.0000 threshold=0.05 has_change=False (./tmp/screenshot_20260804_154149_388498.png vs ./tmp/screenshot_20260804_154150_791465.png)
2026-08-04 15:41:52 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154151_975823.png (region=[24, 175, 448, 454])
2026-08-04 15:41:52 | DEBUG   | detector | SSIM score=0.8201 threshold=0.05 has_change=True (./tmp/screenshot_20260804_154150_791465.png vs ./tmp/screenshot_20260804_154151_975823.png)
2026-08-04 15:41:52 | INFO    | detector | 检测到题目变化: score=0.8201 < 0.95
2026-08-04 15:41:53 | DEBUG   | screenshot | 截图完成: ./tmp/screenshot_20260804_154153_123645.png (region=[24, 175, 448, 454])
2026-08-04 15:41:54 | INFO    | ai_analyzer | 调用 AI 视觉模型: model=step-3.7-flash, max_tokens=2048, image=./tmp/screenshot_20260804_154153_123645.png
